Key,English,ChineseSimplified,ChineseTraditional,Spanish,French,Russian,Portuguese,Japanese,Korean
细跟尖头鞋,Pointed High Heels,细跟尖头鞋,,,,,,ピンヒール,스틸레토 힐 슈즈
猫猫鞋套,Cat Shoe Covers,猫猫鞋套,,,,,,猫の靴カバー,고양이 신발 커버
皮鞋,Leather Shoes,皮鞋,,,,,,革靴,가죽 신발
小熊鞋,Bear Boots,小熊鞋,,,,,,リトル・ベア・シューズ,리틀 베어 신발
物品种类,Item Type,物品种类,,,,,,アイテムの種類,품목 유형
近战数量,Melee count,近战数量,,,,,,近接攻撃量,근접 수량
斧子,Axe,斧子,,,,,,斧,도끼
菜刀（带光）,Kitchen Knife (with Light),菜刀（带光）,,,,,,包丁（ライト付）,부엌칼(라이트 포함)
镖(波动),Dart (Void),镖(波动),,,,,,ダーツ（ゆらぎ）,다트(변동)
镖(聚气),Dart (Gathered),镖(聚气),,,,,,ダーツ（気を集める）,다트(기 모으기)
远程数量,Remote count,远程数量,,,,,,リモート数量,원격 수량
拖尾数量,Trail count,拖尾数量,,,,,,後続数量,후행 수량
烟雾\n参考翻译：Somke,Smoke\nReference Translation: Somke,烟雾\n参考翻译：Somke,,,,,,スモーク\n参考翻訳: Somke,연기\n참조 번역: Somke
紫电\n参考翻译：Purple Lighting,Purple Lightning\nReference Translation: Purple Lighting,紫电\n参考翻译：Purple Lighting,,,,,,紫色の照明\n参考翻訳: 紫色の照明,보라색 조명\n참조 번역: 보라색 조명
雷霆\n参考翻译：Lighting,Thunder \n Reference Translation: Lighting,雷霆\n参考翻译：Lighting,,,,,,雷\n参考翻訳: 雷,Thunder\n참조 번역: Lightning
清风\n参考翻译：Wind,Breeze \n Reference Translation: Wind,清风\n参考翻译：Wind,,,,,,Qingfeng\n参考翻訳: 風,Qingfeng\n참조 번역: 바람
虹彩\n参考翻译：Rainbow,Rainbow\nReference Translation: Rainbow,虹彩\n参考翻译：Rainbow,,,,,,レインボー\n参考翻訳: レインボー,Rainbow\n참조 번역: Rainbow
梦幻\n参考翻译：Illusion,Dreamy\nReference Translation: Illusion,梦幻\n参考翻译：Illusion,,,,,,ファンタジー\n参考翻訳: 幻想,판타지\n참조 번역: Illusion
套装数量,Set count,套装数量,,,,,,セット数量,수량 설정
挂件数量,Number of Pendants,挂件数量,,,,,,ペンダントの数,펜던트 수
玩家脚步,Player Footsteps,玩家脚步,,,,,,プレイヤーの足音,플레이어 발자국
拾取金币,Pick up coins,拾取金币,,,,,,金貨を拾う,금화를 집으세요
落地音效,Landing Sound,落地音效,,,,,,床効果音,바닥 음향 효과
随机身份-凶手确认音效,Random Identity - Murderer Confirms Sound,随机身份-凶手确认音效,,,,,,ランダムな身元-殺人者確認効果音,무작위 신원-살인자 확인 음향 효과
随机身份-侦探确认音效,Random Identity - Detective Confirms Sound,随机身份-侦探确认音效,,,,,,ランダムな本人確認効果音,무작위 신원 탐지 확인 음향 효과
随机身份-学生确认音效,Random Identity - Student Confirmation Sound,随机身份-学生确认音效,,,,,,ランダムな本人確認効果音,무작위 신원 확인 - 학생 확인 음향 효과
死亡音效（被刀）,Death Sound (Knife),死亡音效（被刀）,,,,,,死亡効果音（ナイフで刺される）,사망 음향 효과(칼에 찔림)
胜利展示BGM,Victory Display BGM,胜利展示BGM,,,,,,ビクトリーショーBGM,승리쇼 BGM
进入大厅前音乐,Music before entering the lobby,进入大厅前音乐,,,,,,会場に入る前の音楽,홀에 들어가기 전 음악
大厅音乐,Lobby Music,大厅音乐,,,,,,ホールミュージック,홀 음악
地图1音乐,Map 1 Music,地图1音乐,,,,,,マップ 1 の音楽,지도 1 음악
地图2音乐,Map 2 Music,地图2音乐,,,,,,マップ 2 ミュージック,지도 2 음악
地图3音乐,Map 3 Music,地图3音乐,,,,,,マップ3の音楽,맵 3 음악
开枪时的音效,Sound when shooting,开枪时的音效,,,,,,撮影時の効果音,촬영 시 음향 효과
换弹时的音效,Sound during reloading,换弹时的音效,,,,,,リロード時の効果音,다시 로드할 때의 음향 효과
投掷飞刀的音效,Sound of throwing a flying knife.,投掷飞刀的音效,,,,,,投げナイフの効果音,칼을 던지는 소리 효과
子弹成功命中音效,Bullet successfully hits the sound effect.,子弹成功命中音效,,,,,,弾丸が効果音に成功しました,총알이 음향 효과에 성공적으로 도달했습니다.
投掷飞刀的命中音效,Sound of knife throwing hit,投掷飞刀的命中音效,,,,,,投げナイフヒット効果音,던지는 칼 타격 음향 효과
消灭额外音效,Eliminate extra sound,消灭额外音效,,,,,,追加の効果音を消す,추가 음향 효과 제거
爆炸飞刀爆炸音效,Explosive Knife Explosion Sound,爆炸飞刀爆炸音效,,,,,,爆発するナイフの爆発効果音,폭발 칼 폭발 음향 효과
成功购买/激活,Successful purchase/activation,成功购买/激活,,,,,,購入/アクティベーションが成功しました,성공적인 구매/활성화
购买/激活失败,Purchase/Activation Failed,购买/激活失败,,,,,,購入/アクティベーションに失敗しました,구매/활성화 실패
体型_收藏,Body Size_Collection,体型_收藏,,,,,,ボディタイプ_コレクション,체형_컬렉션
肤色_收藏,Color_Collection,肤色_收藏,,,,,,カラーコレクション,색상_컬렉션
脸型_收藏,Face Collection,脸型_收藏,,,,,,フェイス・コレクション,Face_Collection
眼睛_收藏,Eye_Collection,眼睛_收藏,,,,,,アイズ_コレクション,Eyes_Collection
眉毛_收藏,Eyebrow Collection,眉毛_收藏,,,,,,眉毛コレクション,눈썹_컬렉션
妆容_收藏,Makeup Collection,妆容_收藏,,,,,,メイクアップコレクション,메이크업_컬렉션
表情_收藏,Expressions_Collection,表情_收藏,,,,,,絵文字コレクション,이모티콘_컬렉션
套装_收藏,Outfit_Collection,套装_收藏,,,,,,セット_コレクション,Set_Collection
头发_收藏,Hair_Collection,头发_收藏,,,,,,ヘアコレクション,헤어 컬렉션
上衣_收藏,Topless Collection,上衣_收藏,,,,,,トップス_コレクション,Tops_Collection
下衣_收藏,Bottoms_Collection,下衣_收藏,,,,,,アンダーウェア・コレクション,속옷_컬렉션
鞋子_收藏,Shoes Collection,鞋子_收藏,,,,,,シューズ・コレクション,신발_컬렉션
手套_收藏,Gloves_Collection,手套_收藏,,,,,,グローブ_コレクション,장갑_컬렉션
宠物_收藏,Pet Collection,宠物_收藏,,,,,,ペット・コレクション,애완동물_컬렉션
饰品_收藏,Accessories_Collection,饰品_收藏,,,,,,ジュエリー・コレクション,주얼리_컬렉션
瞳孔贴画,Pupil Art,瞳孔贴画,,,,,,生徒ステッカー,동공 스티커
瞳孔样式_收藏,Pupil Style _ Collection,瞳孔样式_收藏,,,,,,生徒のスタイル_コレクション,동공 스타일_컬렉션
瞳孔贴花_收藏,Pupil Decals _ Collection,瞳孔贴花_收藏,,,,,,生徒シールコレクション,동공 데칼_컬렉션
上高光_收藏,Highlights_Collection,上高光_收藏,,,,,,アッパーハイライト_コレクション,상단 하이라이트_컬렉션
下高光_收藏,Highlights_Collection,下高光_收藏,,,,,,下段ハイライト_コレクション,하단 하이라이트_컬렉션
睫毛_收藏,Eyelashes Collection,睫毛_收藏,,,,,,アイラッシュコレクション,속눈썹_컬렉션
眼影_收藏,Eyeshadow Collection,眼影_收藏,,,,,,アイシャドウコレクション,아이섀도우_컬렉션
腮红_收藏,Blush _ Collection,腮红_收藏,,,,,,チーク・コレクション,블러셔_컬렉션
口红_收藏,Lipstick_Collection,口红_收藏,,,,,,リップスティック・コレクション,립스틱_컬렉션
面部彩绘_收藏,Face Painting Collection,面部彩绘_收藏,,,,,,フェイスペインティング_コレクション,페이스 페인팅_컬렉션
整体发型_收藏,Hairstyle Collection,整体发型_收藏,,,,,,ヘアコレクション,전체 헤어 컬렉션
前发_收藏,Forward_Collection,前发_收藏,,,,,,フォア・コレクション,Fore_Collection
后发_收藏,Future_Collection,后发_收藏,,,,,,バックコレクション,Back_Collection
左手_收藏,Left Hand_Collection,左手_收藏,,,,,,左手コレクション,왼손_수집
右手_收藏,Right Hand_Collection,右手_收藏,,,,,,右手_コレクション,오른손_수집
背饰_收藏,Accessory_Collection,背饰_收藏,,,,,,バックドロップ・コレクション,배경_컬렉션
耳饰_收藏,Earrings Collection,耳饰_收藏,,,,,,イヤリング_コレクション,귀걸이_컬렉션
面饰_收藏,Face Decors_Collection,面饰_收藏,,,,,,デコレーション・コレクション,장식_컬렉션
臀部_收藏,Hip Collection,臀部_收藏,,,,,,ヒップ・コレクション,힙_컬렉션
肩部_收藏,Shoulder Collection,肩部_收藏,,,,,,ショルダーコレクション,어깨_컬렉션
特效_收藏,Effect_Collection,特效_收藏,,,,,,特殊効果_コレクション,특수 효과_컬렉션
拖尾_收藏,Trail_Collect,拖尾_收藏,,,,,,テール_コレクション,Tail_Collection
大厅倒计时,Lobby Countdown,大厅倒计时,,,,,,ホールカウントダウン,홀 카운트다운
随机地图,Random Map,随机地图,,,,,,ランダムマップ,무작위 지도
公告,Announcements,公告,,,,,,発表,발표
本次更新：\n1.新增【马桶人VS监控人】系列挂件，欢迎大家去商店选购~\n2.新增【能力商店】，开放杀手局内特殊能力的配置\n3.优化了侦探、凶手的操作手感及相关界面\n4.调整大厅及关卡场景，提升性能,"This update: 1. New [Skibidi Toilet VS Cameraman] series of pendants, welcome to the shop! 2. New [Power Store], the configuration of the murderer's special abilities is now available! 3. Optimised the operating experience of detectives and murderers and the related interface. 4. Adjusted the lobby and level scenes to improve performance.",本次更新：\n1.新增【马桶人VS监控人】系列挂件，欢迎大家去商店选购~\n2.新增【能力商店】，开放杀手局内特殊能力的配置\n3.优化了侦探、凶手的操作手感及相关界面\n4.调整大厅及关卡场景，提升性能,,,,,,今回のアップデート:\n1. [トイレ男 VS 監視男] シリーズのペンダントを追加しました。誰でもストアで購入できます~\n2. [アビリティ ストア] を追加し、殺人者のオフィスで特殊能力の構成を開きました\n3.探偵、殺人者の操作感と関連インターフェース\n4. ロビーとレベルのシーンを調整してパフォーマンスを向上させます。,"이번 업데이트:\n1. [화장실 남자 VS 모니터링 남자] 시리즈가 추가되었습니다. 누구나 매장에서 구매하실 수 있습니다~\n2. 킬러 뷰로에서 특수 능력 구성이 열리게 됩니다~\n3. 형사, 살인자의 조작감 및 관련 인터페이스\n4. 로비 및 레벨 장면을 조정하여 성능을 향상시킵니다."
公告按钮,Announcement Button,公告按钮,,,,,,お知らせボタン,공지사항 버튼
局内倒计时,Countdown,局内倒计时,,,,,,ゲーム内のカウントダウン,게임 내 카운트다운
随机分配身份,Randomly assign identities,随机分配身份,,,,,,ID をランダムに割り当てる,무작위로 ID 할당
身份目标栏,Identity Bar,身份目标栏,,,,,,IDターゲット列,ID 타겟 열
死亡效果,Death Effect,死亡效果,,,,,,死亡効果,사망 효과
胜利宣告,Victory Announcement,胜利宣告,,,,,,勝利宣言,승리의 선언
失败宣告,Failed Announcement,失败宣告,,,,,,失敗の宣言,실패 선언
局内玩家信息栏,Player Info,局内玩家信息栏,,,,,,ゲーム内のプレイヤー情報欄,게임 내 플레이어 정보 열
学生存活经验,Student Survival Experience,学生存活经验,,,,,,学生のサバイバル体験,학생 생존 경험
凶手局内目标,Murderer's Intra-game Target,凶手局内目标,,,,,,殺人者のターゲット,살인자의 표적
侦探局内目标,Detective Target,侦探局内目标,,,,,,探偵局のターゲット,탐정국 표적
英雄局内目标,Hero Intra-game Target,英雄局内目标,,,,,,ヒーローターゲット,영웅 대상
你化身学生英雄，找到凶手击败他！,"You transform into a student hero, find the murderer, and defeat him!",你化身学生英雄，找到凶手击败他！,,,,,,あなたは学生のヒーローとなり、殺人犯を見つけて倒します!,당신은 학생 영웅이 되어 살인자를 찾아 물리치세요!
学生局内目标,student bureau goal,学生局内目标,,,,,,学生局の目標,학생회 목표
死亡提示,Death Reminder,死亡提示,,,,,,死のリマインダー,사망 알림
 对局时间耗尽； 凶手失败，侦探失败； 部分学生胜利，无英雄 ," Match runs out of time; Murderer fails, Detective fails; Some students win, no heroes ", 对局时间耗尽； 凶手失败，侦探失败； 部分学生胜利，无英雄 ,,,,,, ゲームの時間が終了し、殺人者は失敗し、一部の生徒は失敗しますが、ヒーローはいません。 , 게임 시간이 종료되었습니다. 살인자는 실패하고 일부 학생은 실패하지만 영웅은 없습니다. 
 对局时间耗尽； 凶手失败，侦探失败； 部分学生胜利，英雄失败 ," Match runs out of time; Murderer fails, Detective fails; Some students win, heroes fail ", 对局时间耗尽； 凶手失败，侦探失败； 部分学生胜利，英雄失败 ,,,,,, ゲームの時間切れ、殺人者は失敗、探偵は失敗するが、主人公は失敗する。 , 게임 시간이 종료되었습니다. 살인자는 실패하고 일부 학생은 실패하지만 영웅은 실패합니다. 
结算-凶手,Settlement - Murderer,结算-凶手,,,,,,集落殺人者,정착 살인자
消灭了{0}名学生,Eliminated {0}students,消灭了{0}名学生,,,,,,一掃された{0}学生,전멸{0}재학생
结算-学生,Settlement - Student,结算-学生,,,,,,請求者-学生,청구-학생
结算-侦探,Settlement - Detective,结算-侦探,,,,,,和解探偵,정착탐정
结算-英雄,Settlement - Hero,结算-英雄,,,,,,集落の英雄,정착지-영웅
结算-凶手/学生胜利经验值,Settlement - Murderer/Student Victory EXP,结算-凶手/学生胜利经验值,,,,,,和解殺人者/学生の勝利経験値,정착 살인자/학생 승리 경험치
结算-侦探/英雄胜利经验值,Settlement - Detective/Hero Victory EXP,结算-侦探/英雄胜利经验值,,,,,,和解 - 探偵/ヒーローの勝利経験値,정착지 - 탐정/영웅 승리 경험치
